Voltage(mV),Ferri-Solo,Voltage(mV),Ferri-Solo,Voltage(mV),Ferri-Solo
,,212.238,0.698,-413.342,-1.142
,,213.243,0.698,-414.535,-1.132
,,214.229,0.7,-415.338,-1.137
,,215.219,0.701,-416.332,-1.137
,,216.218,0.702,-417.332,-1.139
,,217.247,0.702,-418.375,-1.137
,,218.231,0.702,-419.344,-1.139
,,219.219,0.702,-420.407,-1.136
,,220.201,0.704,-421.339,-1.139
,,221.199,0.706,-422.39,-1.135
,,222.207,0.705,-423.256,-1.139
,,223.183,0.707,-424.296,-1.137
,,224.181,0.71,-425.241,-1.141
,,225.23,0.709,-426.324,-1.139
,,226.19,0.709,-427.342,-1.138
,,227.186,0.711,-428.278,-1.138
,,228.191,0.713,-429.226,-1.145
,,229.211,0.713,-430.425,-1.136
,,230.21,0.716,-431.27,-1.142
,,231.234,0.714,-432.338,-1.142
,,232.207,0.717,-433.403,-1.141
,,233.212,0.717,-434.391,-1.138
,,234.177,0.719,-435.285,-1.141
,,235.187,0.719,-436.28,-1.14
,,236.17,0.722,-437.218,-1.146
,,237.189,0.722,-438.328,-1.14
,,238.199,0.723,-439.232,-1.144
,,239.178,0.724,-440.279,-1.14
,,240.159,0.728,-441.194,-1.145
,,241.206,0.725,-442.245,-1.144
,,242.172,0.729,-443.245,-1.144
,,243.188,0.731,-444.232,-1.145
,,244.218,0.73,-445.225,-1.154
,,245.184,0.731,-446.453,-1.139
,,246.163,0.733,-447.228,-1.146
,,247.161,0.735,-448.217,-1.146
,,248.157,0.737,-449.205,-1.149
,,249.178,0.737,-450.245,-1.147
,,250.167,0.74,-451.203,-1.15
,,251.194,0.739,-452.265,-1.147
,,252.162,0.743,-453.233,-1.153
,,253.181,0.744,-454.332,-1.146
,,254.201,0.744,-455.221,-1.153
,,255.189,0.747,-456.296,-1.15
,,256.205,0.751,-457.273,-1.157
,,257.281,0.746,-458.405,-1.153
,,258.192,0.749,-459.434,-1.149
,,259.175,0.753,-460.326,-1.15
,,260.186,0.754,-461.232,-1.16
,,261.181,0.754,-462.397,-1.147
,,262.163,0.757,-463.199,-1.155
,,263.166,0.759,-464.225,-1.156
,,264.163,0.762,-465.256,-1.157
,,265.179,0.762,-466.274,-1.153
,,266.146,0.765,-467.19,-1.157
,,267.169,0.766,-468.203,-1.156
,,268.155,0.769,-469.167,-1.164
,,269.185,0.769,-470.3,-1.156
,,270.185,0.77,-471.229,-1.162
,,271.139,0.771,-472.279,-1.156
,,272.117,0.777,-473.169,-1.162
,,273.17,0.775,-474.202,-1.161
,,274.119,0.779,-475.19,-1.161
,,275.131,0.783,-476.146,-1.162
,,276.163,0.783,-477.119,-1.175
,,277.161,0.784,-478.373,-1.156
,,278.137,0.788,-479.157,-1.166
,,279.146,0.789,-480.163,-1.166
,,280.145,0.793,-481.19,-1.17
,,281.194,0.793,-482.254,-1.166
,,282.186,0.795,-483.234,-1.172
,,283.185,0.795,-484.327,-1.165
,,284.146,0.799,-485.253,-1.173
,,285.152,0.801,-486.322,-1.164
,,286.152,0.802,-487.169,-1.173
,,287.127,0.807,-488.2,-1.169
,,288.125,0.814,-489.132,-1.177
,,289.199,0.808,-490.228,-1.174
,,290.135,0.814,-491.241,-1.171
,,291.134,0.817,-492.164,-1.172
,,292.142,0.819,-493.099,-1.186
,,293.151,0.821,-494.317,-1.169
,,294.151,0.826,-495.14,-1.181
,,295.187,0.824,-496.213,-1.182
,,296.15,0.829,-497.288,-1.18
,,297.162,0.829,-498.284,-1.176
,,298.12,0.834,-499.181,-1.182
,,299.144,0.836,-500.194,-1.18
,,300.126,0.841,-501.14,-1.19
,,301.16,0.844,-502.28,-1.181
,,302.181,0.844,-503.201,-1.189
,,303.15,0.847,-504.28,-1.182
,,304.152,0.855,-505.203,-1.191
,,305.215,0.851,-506.278,-1.188
,,306.172,0.859,-507.301,-1.189
,,307.203,0.864,-508.292,-1.191
,,308.254,0.861,-509.305,-1.206
,,309.217,0.863,-510.593,-1.18
,,310.173,0.868,-511.329,-1.191
,,311.164,0.87,-512.291,-1.193
,,312.14,0.877,-513.262,-1.197
,,313.182,0.876,-514.28,-1.193
,,314.145,0.882,-515.213,-1.201
,,315.166,0.882,-516.27,-1.196
,,316.128,0.889,-517.201,-1.204
,,317.14,0.892,-518.288,-1.194
,,318.151,0.894,-519.142,-1.205
,,319.13,0.898,-520.206,-1.2
,,320.135,0.911,-521.151,-1.211
,,321.239,0.898,-522.273,-1.207
,,322.117,0.908,-523.29,-1.202
,,323.101,0.912,-524.174,-1.203
,,324.111,0.916,-525.089,-1.22
,,325.108,0.919,-526.283,-1.201
,,326.095,0.926,-527.076,-1.215
,,327.12,0.927,-528.127,-1.217
,,328.104,0.935,-529.179,-1.218
,,329.14,0.933,-530.209,-1.213
,,330.099,0.942,-531.122,-1.22
,,331.123,0.944,-532.154,-1.217
,,332.129,0.954,-533.125,-1.23
,,333.178,0.954,-534.297,-1.22
,,334.177,0.953,-535.234,-1.227
,,335.125,0.957,-536.3,-1.218
,,336.086,0.971,-537.164,-1.228
,,337.155,0.962,-538.195,-1.225
,,338.08,0.975,-539.154,-1.225
,,339.089,0.981,-540.103,-1.227
,,340.119,0.984,-541.061,-1.246
,,341.114,0.985,-542.327,-1.221
,,342.083,0.994,-543.08,-1.235
,,343.09,0.997,-544.094,-1.236
,,344.08,1.008,-545.096,-1.24
,,345.144,1.007,-546.154,-1.237
,,346.122,1.014,-547.128,-1.246
,,347.131,1.014,-548.222,-1.237
,,348.089,1.023,-549.14,-1.248
,,349.1,1.027,-550.228,-1.236
,,350.102,1.03,-551.07,-1.248
,,351.08,1.038,-552.13,-1.243
,,352.079,1.055,-553.059,-1.254
,,353.184,1.041,-554.178,-1.252
,,354.099,1.054,-555.212,-1.248
,,355.102,1.063,-556.149,-1.249
,,356.132,1.069,-557.091,-1.267
,,357.158,1.071,-558.347,-1.248
,,358.153,1.084,-559.169,-1.261
,,359.201,1.08,-560.262,-1.262
,,360.172,1.092,-561.35,-1.26
,,361.184,1.089,-562.35,-1.254
,,362.119,1.102,-563.212,-1.26
,,363.121,1.103,-564.203,-1.258
,,364.102,1.117,-565.127,-1.269
,,365.137,1.12,-566.252,-1.259
,,366.139,1.122,-567.138,-1.268
,,367.108,1.129,-568.202,-1.262
,,368.076,1.151,-569.095,-1.271
,,369.164,1.136,-570.163,-1.269
,,370.087,1.155,-571.157,-1.268
,,371.117,1.166,-572.124,-1.27
,,372.166,1.161,-573.121,-1.286
,,373.132,1.167,-574.398,-1.262
,,374.083,1.18,-575.121,-1.273
,,375.088,1.183,-576.108,-1.273
,,376.057,1.201,-577.094,-1.277
,,377.12,1.197,-578.137,-1.274
,,378.084,1.214,-579.081,-1.281
,,379.121,1.212,-580.157,-1.277
,,380.095,1.226,-581.107,-1.284
,,381.115,1.234,-582.225,-1.275
,,382.13,1.238,-583.094,-1.284
,,383.12,1.248,-584.181,-1.28
,,384.134,1.277,-585.152,-1.289
,,385.273,1.245,-586.307,-1.285
,,386.123,1.266,-587.342,-1.279
,,387.109,1.278,-588.222,-1.279
,,388.116,1.286,-589.113,-1.292
,,389.114,1.292,-590.324,-1.275
,,390.096,1.309,-591.088,-1.285
,,391.13,1.31,-592.132,-1.287
,,392.103,1.329,-593.19,-1.287
,,393.148,1.323,-594.222,-1.281
,,394.091,1.344,-595.118,-1.286
,,395.124,1.347,-596.15,-1.284
,,396.113,1.37,-597.111,-1.294
,,397.184,1.369,-598.301,-1.284
,,398.18,1.369,-599.219,-1.289
,,399.123,1.38,-600.293,-1.209
,,400.092,1.035,-599.32,-1.199
,,399.223,0.967,-598.402,-1.18
,,398.281,0.92,-597.215,-1.18
,,397.276,0.884,-596.254,-1.171
,,396.219,0.875,-595.211,-1.171
,,395.221,0.854,-594.323,-1.162
,,394.185,0.859,-593.295,-1.156
,,393.242,0.837,-592.243,-1.152
,,392.207,0.839,-591.186,-1.16
,,391.226,0.826,-590.429,-1.139
,,390.197,0.829,-589.224,-1.146
,,389.219,0.824,-588.308,-1.145
,,388.222,0.818,-587.434,-1.136
,,387.215,0.817,-586.412,-1.126
,,386.224,0.834,-585.261,-1.13
,,385.381,0.793,-584.288,-1.121
,,384.247,0.801,-583.189,-1.127
,,383.228,0.802,-582.326,-1.114
,,382.233,0.798,-581.21,-1.117
,,381.22,0.794,-580.264,-1.108
,,380.189,0.799,-579.183,-1.109
,,379.223,0.789,-578.237,-1.102
,,378.191,0.794,-577.197,-1.1
,,377.23,0.781,-576.205,-1.096
,,376.167,0.787,-575.203,-1.107
,,375.186,0.783,-574.498,-1.079
,,374.186,0.788,-573.226,-1.085
,,373.232,0.786,-572.219,-1.083
,,372.269,0.775,-571.25,-1.08
,,371.223,0.772,-570.27,-1.072
,,370.182,0.785,-569.193,-1.076
,,369.273,0.765,-568.294,-1.066
,,368.182,0.773,-567.238,-1.071
,,367.201,0.775,-566.352,-1.056
,,366.25,0.767,-565.23,-1.062
,,365.233,0.764,-564.303,-1.056
,,364.199,0.768,-563.302,-1.059
,,363.221,0.764,-562.441,-1.051
,,362.219,0.77,-561.463,-1.042
,,361.282,0.762,-560.375,-1.038
,,360.272,0.765,-559.264,-1.048
,,359.312,0.753,-558.449,-1.025
,,358.258,0.756,-557.206,-1.034
,,357.253,0.753,-556.24,-1.034
,,356.237,0.753,-555.325,-1.027
,,355.212,0.752,-554.297,-1.018
,,354.201,0.761,-553.172,-1.024
,,353.295,0.742,-552.231,-1.017
,,352.187,0.749,-551.168,-1.025
,,351.179,0.749,-550.33,-1.012
,,350.201,0.747,-549.25,-1.017
,,349.203,0.745,-548.33,-1.006
,,348.19,0.747,-547.229,-1.01
,,347.229,0.744,-546.26,-1.003
,,346.225,0.744,-545.203,-1.003
,,345.25,0.737,-544.185,-1.001
,,344.189,0.74,-543.171,-1.013
,,343.195,0.737,-542.422,-0.987
,,342.186,0.74,-541.172,-0.998
,,341.218,0.738,-540.196,-0.998
,,340.224,0.733,-539.25,-0.997
,,339.199,0.733,-538.295,-0.992
,,338.181,0.739,-537.254,-0.998
,,337.262,0.728,-536.389,-0.989
,,336.196,0.733,-535.328,-0.993
,,335.226,0.733,-534.401,-0.979
,,334.282,0.729,-533.229,-0.987
,,333.283,0.724,-532.261,-0.983
,,332.233,0.726,-531.225,-0.989
,,331.237,0.723,-530.304,-0.983
,,330.205,0.726,-529.279,-0.98
,,329.244,0.72,-528.231,-0.978
,,328.209,0.723,-527.176,-0.991
,,327.232,0.719,-526.385,-0.97
,,326.205,0.722,-525.192,-0.983
,,325.221,0.719,-524.272,-0.984
,,324.218,0.719,-523.377,-0.979
,,323.214,0.718,-522.393,-0.97
,,322.221,0.724,-521.26,-0.977
,,321.342,0.71,-520.307,-0.971
,,320.247,0.714,-519.242,-0.981
,,319.238,0.714,-518.39,-0.97
,,318.259,0.713,-517.304,-0.976
,,317.255,0.711,-516.367,-0.97
,,316.238,0.714,-515.321,-0.975
,,315.275,0.71,-514.387,-0.97
,,314.25,0.711,-513.373,-0.971
,,313.281,0.707,-512.397,-0.97
,,312.255,0.709,-511.423,-0.982
,,311.273,0.707,-510.706,-0.955
,,310.285,0.709,-509.435,-0.965
,,309.322,0.708,-508.405,-0.965
,,308.362,0.702,-507.406,-0.964
,,307.317,0.701,-506.397,-0.96
,,306.271,0.704,-505.309,-0.966
,,305.324,0.697,-504.395,-0.959
,,304.253,0.701,-503.307,-0.965
,,303.253,0.702,-502.394,-0.954
,,302.293,0.698,-501.251,-0.962
,,301.269,0.696,-500.299,-0.959
,,300.233,0.698,-499.285,-0.963
,,299.247,0.696,-498.386,-0.959
,,298.227,0.698,-497.395,-0.954
,,297.271,0.694,-496.329,-0.953
,,296.252,0.696,-495.245,-0.964
,,295.288,0.692,-494.426,-0.946
,,294.258,0.693,-493.224,-0.956
,,293.259,0.692,-492.267,-0.956
,,292.246,0.69,-491.343,-0.952
,,291.231,0.69,-490.343,-0.947
,,290.236,0.693,-489.242,-0.953
,,289.303,0.685,-488.309,-0.949
,,288.229,0.688,-487.27,-0.955
,,287.233,0.689,-486.419,-0.946
,,286.259,0.687,-485.362,-0.951
,,285.257,0.686,-484.439,-0.943
,,284.257,0.688,-483.34,-0.947
,,283.287,0.685,-482.367,-0.943
,,282.291,0.685,-481.299,-0.944
,,281.306,0.681,-480.283,-0.943
,,280.254,0.682,-479.255,-0.952
,,279.255,0.681,-478.478,-0.933
,,278.248,0.682,-477.236,-0.942
,,277.26,0.681,-476.249,-0.942
,,276.267,0.679,-475.288,-0.941
,,275.24,0.678,-474.317,-0.938
,,274.217,0.681,-473.275,-0.943
,,273.281,0.676,-472.384,-0.937
,,272.231,0.679,-471.34,-0.94
,,271.248,0.678,-470.418,-0.931
,,270.289,0.676,-469.275,-0.937
,,269.292,0.674,-468.315,-0.934
,,268.26,0.676,-467.29,-0.937
,,267.271,0.673,-466.379,-0.933
,,266.251,0.674,-465.366,-0.931
,,265.281,0.673,-464.342,-0.931
,,264.269,0.673,-463.305,-0.938
,,263.276,0.671,-462.504,-0.925
,,262.267,0.672,-461.358,-0.933
,,261.285,0.671,-460.43,-0.933
,,260.282,0.67,-459.538,-0.928
,,259.286,0.67,-458.523,-0.924
,,258.296,0.672,-457.386,-0.928
,,257.385,0.665,-456.414,-0.924
,,256.312,0.666,-455.328,-0.929
,,255.296,0.666,-454.446,-0.922
,,254.307,0.665,-453.342,-0.926
,,253.296,0.664,-452.387,-0.922
,,252.275,0.666,-451.322,-0.924
,,251.297,0.663,-450.359,-0.922
,,250.268,0.663,-449.327,-0.922
,,249.291,0.662,-448.334,-0.921
,,248.264,0.663,-447.329,-0.927
,,247.273,0.662,-446.568,-0.914
,,246.269,0.662,-445.344,-0.92
,,245.293,0.662,-444.349,-0.919
,,244.325,0.659,-443.36,-0.918
,,243.304,0.659,-442.373,-0.916
,,242.275,0.659,-441.308,-0.919
,,241.313,0.656,-440.398,-0.915
,,240.267,0.658,-439.336,-0.918
,,239.277,0.657,-438.434,-0.912
,,238.311,0.656,-437.331,-0.917
,,237.301,0.656,-436.393,-0.914
,,236.287,0.655,-435.389,-0.916
,,235.297,0.654,-434.503,-0.913
,,234.29,0.654,-433.528,-0.91
,,233.323,0.653,-432.456,-0.909
,,232.311,0.654,-431.378,-0.914
,,231.343,0.651,-430.537,-0.904
,,230.322,0.651,-429.35,-0.91
,,229.315,0.651,-428.389,-0.91
,,228.311,0.649,-427.457,-0.908
,,227.29,0.65,-426.447,-0.905
,,226.293,0.651,-425.352,-0.908
,,225.342,0.646,-424.406,-0.905
,,224.295,0.648,-423.368,-0.908
,,223.292,0.647,-422.503,-0.903
,,222.305,0.646,-421.449,-0.905
,,221.298,0.646,-420.521,-0.901
,,220.304,0.646,-419.454,-0.903
,,219.321,0.646,-418.487,-0.9
,,218.34,0.645,-417.437,-0.9
,,217.351,0.643,-416.44,-0.9
,,216.325,0.643,-415.442,-0.904
,,215.323,0.642,-414.656,-0.894
,,214.327,0.643,-413.455,-0.898
,,213.34,0.642,-412.483,-0.897
,,212.339,0.641,-411.528,-0.896
,,211.331,0.64,-410.572,-0.895
,,210.328,0.64,-409.543,-0.897
,,209.366,0.638,-408.662,-0.893
,,208.337,0.639,-407.609,-0.894
,,207.354,0.639,-406.66,-0.889
,,206.384,0.638,-405.516,-0.892
,,205.399,0.636,-404.528,-0.89
,,204.37,0.636,-403.481,-0.891
,,203.372,0.634,-402.539,-0.888
,,202.351,0.635,-401.505,-0.887
,,201.366,0.633,-400.463,-0.886
,,200.35,0.634,-399.405,-0.89
,,199.349,0.632,-398.574,-0.882
,,198.34,0.632,-397.406,-0.886
,,197.341,0.632,-396.453,-0.886
,,196.335,0.631,-395.523,-0.884
,,195.331,0.63,-394.538,-0.881
,,194.334,0.631,-393.422,-0.883
,,193.395,0.627,-392.452,-0.88
,,192.354,0.628,-391.386,-0.883
,,191.353,0.628,-390.495,-0.878
,,190.36,0.626,-389.417,-0.88
,,189.339,0.626,-388.449,-0.878
,,188.334,0.626,-387.409,-0.878
,,187.348,0.623,-386.453,-0.876
,,186.345,0.624,-385.421,-0.876
,,185.342,0.622,-384.441,-0.875
,,184.335,0.622,-383.442,-0.878
,,183.331,0.622,-382.661,-0.87
,,182.344,0.621,-381.458,-0.873
,,181.356,0.621,-380.44,-0.872
,,180.381,0.619,-379.443,-0.872
,,179.363,0.618,-378.441,-0.869
,,178.352,0.618,-377.368,-0.871
,,177.367,0.616,-376.442,-0.868
,,176.331,0.616,-375.381,-0.87
,,175.338,0.617,-374.457,-0.865
,,174.366,0.614,-373.348,-0.868
,,173.343,0.614,-372.386,-0.866
,,172.331,0.613,-371.374,-0.866
,,171.338,0.613,-370.466,-0.864
,,170.336,0.612,-369.476,-0.862
,,169.344,0.611,-368.431,-0.862
,,168.341,0.611,-367.37,-0.864
,,167.37,0.61,-366.513,-0.859
,,166.373,0.609,-365.357,-0.861
,,165.364,0.607,-364.399,-0.86
,,164.361,0.606,-363.465,-0.859
,,163.35,0.605,-362.46,-0.857
,,162.352,0.604,-361.388,-0.859
,,161.372,0.603,-360.449,-0.856
,,160.35,0.602,-359.417,-0.858
,,159.356,0.602,-358.54,-0.855
,,158.372,0.601,-357.495,-0.856
,,157.364,0.6,-356.559,-0.853
,,156.367,0.6,-355.486,-0.853
,,155.378,0.599,-354.484,-0.851
,,154.385,0.596,-353.43,-0.851
,,153.381,0.596,-352.418,-0.85
,,152.371,0.595,-351.39,-0.852
,,151.365,0.593,-350.556,-0.846
,,150.372,0.594,-349.366,-0.848
,,149.366,0.592,-348.372,-0.847
,,148.373,0.59,-347.387,-0.847
,,147.36,0.589,-346.399,-0.846
,,146.353,0.588,-345.36,-0.846
,,145.365,0.586,-344.437,-0.844
,,144.346,0.586,-343.407,-0.844
,,143.352,0.585,-342.465,-0.841
,,142.379,0.584,-341.347,-0.843
,,141.379,0.582,-340.378,-0.84
,,140.37,0.581,-339.352,-0.842
,,139.375,0.579,-338.419,-0.839
,,138.366,0.579,-337.402,-0.838
,,137.374,0.577,-336.382,-0.838
,,136.372,0.576,-335.341,-0.84
,,135.367,0.575,-334.501,-0.834
,,134.375,0.574,-333.369,-0.837
,,133.374,0.572,-332.423,-0.836
,,132.367,0.571,-331.503,-0.834
,,131.369,0.57,-330.505,-0.832
,,130.371,0.569,-329.407,-0.833
,,129.407,0.566,-328.421,-0.831
,,128.392,0.565,-327.369,-0.833
,,127.387,0.563,-326.461,-0.829
,,126.394,0.561,-325.39,-0.83
,,125.382,0.56,-324.423,-0.828
,,124.379,0.558,-323.376,-0.828
,,123.384,0.556,-322.414,-0.826
,,122.375,0.555,-321.381,-0.827
,,121.374,0.553,-320.393,-0.825
,,120.367,0.552,-319.395,-0.827
,,119.368,0.551,-318.573,-0.822
,,118.385,0.548,-317.416,-0.823
,,117.378,0.548,-316.421,-0.823
,,116.398,0.544,-315.438,-0.822
,,115.399,0.543,-314.448,-0.821
,,114.396,0.541,-313.407,-0.821
,,113.401,0.539,-312.483,-0.819
,,112.393,0.538,-311.443,-0.82
,,111.39,0.536,-310.513,-0.817
,,110.405,0.532,-309.434,-0.818
,,109.387,0.531,-308.48,-0.816
,,108.383,0.529,-307.487,-0.817
,,107.385,0.526,-306.573,-0.815
,,106.383,0.524,-305.585,-0.813
,,105.386,0.522,-304.532,-0.813
,,104.394,0.52,-303.46,-0.814
,,103.412,0.517,-302.574,-0.81
,,102.418,0.514,-301.428,-0.812
,,101.403,0.511,-300.453,-0.811
,,100.395,0.509,-299.491,-0.809
,,99.4,0.507,-298.476,-0.808
,,98.407,0.503,-297.393,-0.809
,,97.4,0.501,-296.43,-0.807
,,96.389,0.498,-295.389,-0.807
,,95.389,0.496,-294.483,-0.805
,,94.399,0.492,-293.435,-0.806
,,93.385,0.49,-292.488,-0.804
,,92.39,0.486,-291.44,-0.804
,,91.387,0.484,-290.454,-0.802
,,90.415,0.48,-289.416,-0.801
,,89.409,0.476,-288.404,-0.801
,,88.408,0.473,-287.394,-0.802
,,87.405,0.471,-286.543,-0.797
,,86.422,0.466,-285.391,-0.799
,,85.404,0.463,-284.404,-0.798
,,84.405,0.46,-283.437,-0.798
,,83.402,0.456,-282.452,-0.796
,,82.403,0.451,-281.421,-0.797
,,81.395,0.449,-280.505,-0.794
,,80.408,0.445,-279.473,-0.795
,,79.403,0.44,-278.523,-0.792
,,78.415,0.436,-277.418,-0.793
,,77.413,0.432,-276.43,-0.792
,,76.423,0.427,-275.409,-0.791
,,75.417,0.423,-274.454,-0.791
,,74.425,0.417,-273.436,-0.789
,,73.41,0.414,-272.411,-0.788
,,72.421,0.408,-271.373,-0.789
,,71.414,0.404,-270.495,-0.786
,,70.425,0.397,-269.389,-0.788
,,69.41,0.393,-268.428,-0.787
,,68.409,0.388,-267.484,-0.786
,,67.409,0.383,-266.503,-0.784
,,66.415,0.377,-265.423,-0.784
,,65.425,0.373,-264.452,-0.783
,,64.437,0.365,-263.414,-0.783
,,63.428,0.36,-262.503,-0.781
,,62.444,0.351,-261.45,-0.781
,,61.419,0.347,-260.479,-0.779
,,60.424,0.34,-259.458,-0.78
,,59.43,0.334,-258.499,-0.778
,,58.432,0.325,-257.474,-0.777
,,57.413,0.32,-256.493,-0.777
,,56.429,0.312,-255.499,-0.778
,,55.42,0.307,-254.66,-0.773
,,54.431,0.297,-253.515,-0.775
,,53.406,0.292,-252.503,-0.773
,,52.424,0.283,-251.504,-0.773
,,51.43,0.276,-250.502,-0.771
,,50.434,0.265,-249.448,-0.772
,,49.409,0.261,-248.499,-0.77
,,48.433,0.249,-247.454,-0.77
,,47.422,0.242,-246.505,-0.768
,,46.435,0.229,-245.425,-0.768
,,45.409,0.224,-244.462,-0.767
,,44.421,0.214,-243.447,-0.767
,,43.426,0.205,-242.511,-0.766
,,42.424,0.192,-241.524,-0.765
,,41.403,0.187,-240.493,-0.764
,,40.419,0.175,-239.445,-0.765
,,39.425,0.167,-238.548,-0.761
,,38.446,0.154,-237.436,-0.762
,,37.432,0.143,-236.457,-0.762
,,36.436,0.134,-235.509,-0.76
,,35.441,0.124,-234.504,-0.759
,,34.448,0.107,-233.45,-0.759
,,33.418,0.101,-232.487,-0.758
,,32.433,0.088,-231.463,-0.758
,,31.433,0.076,-230.548,-0.756
,,30.442,0.062,-229.521,-0.756
,,29.419,0.051,-228.569,-0.754
,,28.414,0.039,-227.515,-0.754
,,27.414,0.029,-226.531,-0.753
,,26.437,0.01,-225.492,-0.752
,,25.418,0.004,-224.488,-0.751
,,24.448,-0.013,-223.474,-0.752
,,23.433,-0.024,-222.597,-0.749
,,22.454,-0.041,-221.468,-0.749
,,21.433,-0.055,-220.477,-0.748
,,20.425,-0.067,-219.499,-0.748
,,19.432,-0.079,-218.518,-0.746
,,18.45,-0.101,-217.49,-0.746
,,17.407,-0.107,-216.556,-0.745
,,16.436,-0.127,-215.538,-0.745
,,15.417,-0.139,-214.591,-0.743
,,14.429,-0.153,-213.516,-0.743
,,13.434,-0.166,-212.527,-0.742
,,12.448,-0.184,-211.519,-0.741
,,11.441,-0.199,-210.576,-0.739
,,10.442,-0.219,-209.553,-0.739
,,9.421,-0.229,-208.549,-0.738
,,8.436,-0.249,-207.529,-0.739
,,7.421,-0.259,-206.648,-0.736
,,6.439,-0.28,-205.56,-0.736
,,5.414,-0.293,-204.599,-0.736
,,4.417,-0.308,-203.654,-0.734
,,3.418,-0.325,-202.663,-0.732
,,2.409,-0.344,-201.588,-0.733
,,1.389,-0.35,-200.601,-0.73
,,0.424,-0.371,-199.546,-0.731
,,-0.577,-0.384,-198.608,-0.729
,,-1.551,-0.405,-197.558,-0.729
,,-2.576,-0.417,-196.568,-0.728
,,-3.556,-0.435,-195.537,-0.727
,,-4.564,-0.447,-194.556,-0.726
,,-5.558,-0.468,-193.528,-0.725
,,-6.575,-0.479,-192.534,-0.724
,,-7.554,-0.498,-191.533,-0.724
,,-8.57,-0.51,-190.644,-0.721
,,-9.554,-0.531,-189.538,-0.721
,,-10.578,-0.54,-188.538,-0.721
,,-11.563,-0.555,-187.547,-0.72
,,-12.548,-0.569,-186.55,-0.718
,,-13.53,-0.593,-185.511,-0.718
,,-14.568,-0.596,-184.563,-0.716
,,-15.527,-0.617,-183.524,-0.717
,,-16.544,-0.63,-182.573,-0.714
,,-17.539,-0.647,-181.511,-0.714
,,-18.559,-0.655,-180.538,-0.713
,,-19.543,-0.669,-179.539,-0.713
,,-20.534,-0.683,-178.595,-0.712
,,-21.539,-0.703,-177.605,-0.709
,,-22.572,-0.71,-176.568,-0.708
,,-23.559,-0.723,-175.531,-0.709
,,-24.55,-0.733,-174.607,-0.706
,,-25.527,-0.749,-173.506,-0.706
,,-26.538,-0.76,-172.53,-0.705
,,-27.54,-0.77,-171.564,-0.703
,,-28.526,-0.782,-170.549,-0.702
,,-29.516,-0.803,-169.497,-0.702
,,-30.57,-0.801,-168.535,-0.7
,,-31.526,-0.818,-167.505,-0.701
,,-32.532,-0.826,-166.567,-0.698
,,-33.516,-0.841,-165.531,-0.698
,,-34.538,-0.849,-164.578,-0.696
,,-35.539,-0.861,-163.551,-0.695
,,-36.547,-0.864,-162.565,-0.694
,,-37.514,-0.881,-161.536,-0.693
,,-38.537,-0.883,-160.546,-0.692
,,-39.508,-0.897,-159.531,-0.693
,,-40.52,-0.901,-158.629,-0.688
,,-41.491,-0.917,-157.532,-0.689
,,-42.53,-0.922,-156.548,-0.688
,,-43.535,-0.927,-155.568,-0.686
,,-44.521,-0.934,-154.58,-0.685
,,-45.508,-0.951,-153.562,-0.684
,,-46.569,-0.948,-152.623,-0.682
,,-47.53,-0.96,-151.598,-0.681
,,-48.551,-0.967,-150.627,-0.679
,,-49.555,-0.972,-149.552,-0.678
,,-50.553,-0.976,-148.563,-0.677
,,-51.53,-0.983,-147.549,-0.676
,,-52.53,-0.988,-146.578,-0.674
,,-53.514,-1,-145.558,-0.672
,,-54.552,-0.999,-144.54,-0.671
,,-55.519,-1.008,-143.509,-0.671
,,-56.538,-1.008,-142.586,-0.667
,,-57.503,-1.018,-141.512,-0.667
,,-58.529,-1.022,-140.54,-0.666
,,-59.534,-1.024,-139.577,-0.664
,,-60.517,-1.028,-138.589,-0.662
,,-61.506,-1.038,-137.543,-0.661
,,-62.562,-1.033,-136.562,-0.659
,,-63.5,-1.041,-135.525,-0.659
,,-64.498,-1.044,-134.585,-0.655
,,-65.493,-1.05,-133.543,-0.655
,,-66.507,-1.05,-132.564,-0.652
,,-67.488,-1.056,-131.546,-0.651
,,-68.515,-1.057,-130.563,-0.648
,,-69.496,-1.064,-129.536,-0.647
,,-70.527,-1.062,-128.559,-0.645
,,-71.492,-1.069,-127.566,-0.645
,,-72.524,-1.068,-126.662,-0.64
,,-73.5,-1.074,-125.591,-0.639
,,-74.542,-1.074,-124.583,-0.637
,,-75.536,-1.075,-123.587,-0.635
,,-76.508,-1.077,-122.583,-0.632
,,-77.48,-1.084,-121.553,-0.631
,,-78.533,-1.079,-120.582,-0.628
,,-79.472,-1.084,-119.556,-0.628
,,-80.485,-1.086,-118.594,-0.623
,,-81.489,-1.088,-117.552,-0.622
,,-82.51,-1.088,-116.564,-0.62
,,-83.48,-1.091,-115.568,-0.618
,,-84.487,-1.092,-114.601,-0.615
,,-85.478,-1.096,-113.617,-0.612
,,-86.527,-1.094,-112.606,-0.61
,,-87.509,-1.096,-111.585,-0.609
,,-88.507,-1.095,-110.648,-0.603
,,-89.468,-1.098,-109.574,-0.602
,,-90.489,-1.099,-108.595,-0.6
,,-91.483,-1.099,-107.63,-0.597
,,-92.479,-1.1,-106.623,-0.593
,,-93.469,-1.105,-105.586,-0.591
,,-94.546,-1.1,-104.621,-0.587
,,-95.491,-1.103,-103.606,-0.586
,,-96.499,-1.103,-102.657,-0.581
